Station Code,Name of Monitoring Location,State Name,Temp_Min,Temp_Max,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,DOB_Max,Nitrate?N + Nitrite_N Min,Nitrate?N + Nitrite_N Max,Fecal Coliform_Min,Fecal Coliform_Max,Total Coliform_Min,Total Coliform_Max,Total Dissolved Solids_Min,Total Dissolved Solids_Max,Fluoride_Min,Fluoride_Max,Arsenic_Min,Arsenic_Max,Drinkability
1993,"DUG WELL AT PANDHARPUR, VILLAGE?PANDHARPUR, TALUKA? GANGAPUR, DISTRICT ?AURANGABAD.",MAHARASHTRA,28.0,40.0,7.3,7.7,1247.0,1619.0,7.3,5.8,13.0,19.7,2.0,2.0,6.8,23.0,1052.0,1220.0,0.51,1.02,0.01,0.01,Not Drinkable
1994,"DUG WELL AT TPS?DURGAPUR, NEAR NASEEB KIRANA AND GENERAL STORES, VILLAGE? DURGAPUR, TALUKA? CHANDRAPUR, DISTRICT?CHANDRAPUR.",MAHARASHTRA,19.0,19.0,7.2,7.5,912.0,996.0,7.2,3.8,0.86,1.5950000000000002,-17.0,32.0,140.0,170.0,719.0,880.0,0.01,0.01,0.01,0.01,Not Drinkable
1995,"GRAM PANCHAYATH DUG WELL , NEAR BALAJI GAJBHIYE HOUSE,VILLAGE?KHAPERKHEDA ( WARD NO.4) , TALUKA? SAONER,DISTRICT? NAGPUR.",MAHARASHTRA,25.0,35.0,7.8,8.3,1164.0,1229.0,7.8,3.4,0.86,1.5950000000000002,10.0,26.0,94.0,170.0,969.0,1002.0,0.42,0.42,0.01,0.01,Not Drinkable
1996,"GRAM PANCHAYATH DUG WELL , NEAR JAGADAMBA G. M. S. MANDIR SAHAKARI SANSTHA, VILLAGE?KORADI,TALUKA?KAMPTEE, DISTRICT? NAGPUR.",MAHARASHTRA,25.0,35.0,7.5,8.2,1404.0,1544.0,7.5,3.6,0.86,1.5950000000000002,21.0,24.0,120.0,120.0,1269.0,1312.0,0.01,0.01,0.01,0.01,Not Drinkable
1997,"BORE WELL NEAR PRIMARY HEALTH CENTRE, VILLAGE? RAIPUR,TALUKA? HINGNA,DISTRICT? NAGPUR.",MAHARASHTRA,18.0,18.0,7.9,7.9,1132.0,1132.0,7.9,3.2,0.86,1.5950000000000002,40.0,40.0,280.0,280.0,884.0,884.0,0.01,0.01,0.01,0.01,Not Drinkable
1999,"BORE WELL NEAR GRAM PANCHAYAT OFFICE, VILLAGE? CHANGERA,TALUKA? GONDIA,DISTRICT? GONDIA.",MAHARASHTRA,22.0,28.0,7.0,7.5,710.0,1011.0,7.0,6.2,17.63,17.63,12.0,17.0,110.0,140.0,680.0,875.0,0.01,0.01,0.01,0.01,Not Drinkable
2003,"DUG WELL AT PLOT NO? 4, STREET NO.49?C, AT NEHRU BAL UDYAN AZAD MAIDAN, OWNED BY YAVATMAL M.C. TALUKA? YAVATMAL, DISTRICT?YAVATMAL.",MAHARASHTRA,20.0,20.0,8.2,8.3,1022.0,1086.0,8.2,3.3,0.32,0.32,21.0,32.0,120.0,210.0,874.0,986.0,0.01,0.01,0.01,0.01,Not Drinkable
2004,"BORE WELL AT PARVATI INDUSTRIAL ESTATE, VILLAGE? YADRAV, TALUKA? SHIROL,DISTRICT? KOLHAPUR.",MAHARASHTRA,26.0,28.0,7.3,8.0,1180.0,3242.0,7.3,2.4,4.5,10.42,5.5,5.5,17.0,17.0,979.0,2618.0,0.28,0.28,0.01,0.01,Not Drinkable
2005,"BORE WELL AT KHANJIRENAGAR, VILLAGE? KHANJIRENAGAR,TALUKA? HATKANANGALE, DISTRICT?KOLHAPUR.",MAHARASHTRA,26.0,28.0,7.6,8.2,1163.0,1500.0,7.6,2.8,2.2,10.38,5.5,5.5,17.0,17.0,946.0,1245.0,0.32,0.32,0.01,0.01,Not Drinkable
2006,"BORE WELL AT SHINOLI NEAR M/S AQUA ALLOY STEEL ,MIDC, VILLAGE?SHINOLI, TALUKA? CHANDGAD, DISTRICT?KOLHAPUR.",MAHARASHTRA,26.0,28.0,7.4,8.2,1375.0,1548.0,7.4,2.2,1.45,3.71,5.5,5.5,17.0,17.0,1141.0,1258.0,0.26,1.05,0.01,0.01,Not Drinkable
2007,"BORE WELL AT SAVALI, NEAR GRAM PANCHAYAT OFFICE, VILLAGE?SAVALI, TALUKA? MIRAJ,DISTRICT? SANGLI.",MAHARASHTRA,23.0,24.0,7.9,8.0,8847.0,9894.0,7.9,2.6,3.3,4.49,5.5,6.8,17.0,20.0,734.0,798.0,0.01,0.01,0.01,0.01,Not Drinkable
2008,"DUG WELL AT SAMBARWADI OWNED BY SHRI. KISHAN HALI RAJPUT. VILLAGE?SAMBARWADI, TALUKA? MIRAJ, DISTRICT?SANGLI.",MAHARASHTRA,23.0,24.0,8.1,8.3,943.0,978.0,8.1,2.4,3.5,5.29,5.6,9.1,24.0,24.0,783.0,789.0,0.24,0.24,0.01,0.01,Not Drinkable
2200,"BORE WELL AT KATPUR, NEARZ.P. SCHOOL, VILLAGE? KATPUR,TALUKA? PAITHAN,DISTRICT?AURANGABAD.",MAHARASHTRA,28.0,40.0,7.4,8.4,1008.0,1759.0,7.4,3.2,3.7,11.3,1.8,1.8,1.8,1.8,804.0,1296.0,0.74,1.02,0.01,0.01,Not Drinkable
2201,"DUG WELL AT RANJANGAON,VILLAGE?RANJANGAON, TALUKA?",MAHARASHTRA,28.0,40.0,7.4,7.7,1226.0,1615.0,7.4,6.2,11.5,18.8,1.8,1.8,2.0,23.0,1052.0,1204.0,0.72,0.97,0.01,0.01,Not Drinkable
2203,"HAND PUMP IN THE PREMISES OF ZILLA PARISHAD PRIMARY SCHOOL, VILLAGE? BHUGAON,TALUKA?WARDHA,DISTRICT? WARDHA.",MAHARASHTRA,16.0,19.0,7.4,7.8,1204.0,1464.0,7.4,3.0,0.86,1.5950000000000002,21.0,22.0,140.0,170.0,902.0,1160.0,0.01,0.01,0.01,0.01,Not Drinkable
2204,"DUG WELL AT GUNJALWADI,SANGAMNER NEAR PRIMARY HEALTH CARE CENTER, VILLAGE? GUNJALWADI,TALUKA? SANGAMNER,DISTRICT?AHMADNAGAR.",MAHARASHTRA,20.0,25.0,7.4,7.7,1068.0,4850.0,7.4,3.4,0.67,0.67,4.0,11.0,47.0,70.0,388.0,852.0,0.01,0.01,0.01,0.01,Not Drinkable
2816,"DUG WELL OF MR.SAMPAT WALUNJ, NEAR M/S MAHAJEET CLAYTON, VILLAGE? SHINDE VILLAGE, TALUKA? NASHIK,DISTRICT? NASHIK.",MAHARASHTRA,26.0,27.0,7.2,7.4,1248.0,1582.0,7.2,3.4,5.21,5.21,4.0,4.0,46.0,48.0,1004.0,1250.0,0.01,0.01,0.01,0.01,Not Drinkable
2817,"BORE WELL AT CHITALI NEAR WAGH VASTHI, VILLAGE? CHITALI, TALUKA? RAHATA, DISTRICT?AHMEDNAGAR.",MAHARASHTRA,20.0,26.0,7.7,7.8,381.0,1018.0,7.7,3.4,0.86,1.5950000000000002,4.0,6.0,43.0,58.0,306.0,888.0,0.01,0.01,0.01,0.01,Drinkable
2819,"DUG WELL OWNED BY SHRI DESHMUKH, VILLAGE? MALEGAON, TALUKA?BARAMATI, DISTRICT? PUNE.",MAHARASHTRA,28.0,29.0,7.4,7.6,3421.0,3700.0,7.4,5.8,7.24,9.14,8.0,8.0,130.0,150.0,2908.0,3034.0,0.21,0.22,0.01,0.01,Not Drinkable
2820,"DUG WELL OWNED BY SHRI SHIVAJI BABAN DAREKAR, VILLAGE? SANASWADI, TALUKA?SHIRUR, DISTRICT? PUNE.",MAHARASHTRA,26.0,27.0,7.9,8.2,575.0,1010.0,7.9,5.0,0.87,-7.3,9.0,10.0,120.0,150.0,472.0,884.0,0.51,0.51,0.01,0.01,Not Drinkable
2821,"BORE WELL AT BALE RAILWAY STATION PREMISES OWNED BY SHRI. DIGAMBAR JOSHI, VILLAGE? DAHEGAON, TALUKA? NORTHSOLAPUR, DISTRICT? SOLAPUR.",MAHARASHTRA,29.0,34.0,7.9,8.2,1708.0,4730.0,7.9,6.4,2.2,9.36,8.0,9.0,130.0,170.0,1472.0,3880.0,0.62,0.62,0.01,0.01,Not Drinkable
2822,"BORE WELL NEAR CHINCHOLI MIDC, VILLAGE? CHINCHOLI, TALUKA? MOHOL, DISTRICT?SOLAPUR.",MAHARASHTRA,29.0,34.0,7.9,8.0,1715.0,4670.0,7.9,5.4,2.16,9.52,8.0,8.0,95.0,140.0,1468.0,3828.0,0.56,0.56,0.01,0.01,Not Drinkable
2823,"BORE WELL AT SHETE VASTI, NEAR OLD TULJAPUR  ROAD, VILLAGE? SHETE VASTHI, TULJAPUR NAKA, TALUKA?SOLAPUR, DISTRICT? SOLAPUR.",MAHARASHTRA,29.0,34.0,7.4,8.3,1726.0,4811.0,7.4,4.2,2.22,11.88,8.0,9.0,120.0,195.0,1498.0,3944.0,0.01,0.01,0.01,0.01,Not Drinkable
2825,"BORE WELL AT WAHEGAON, NEAR ZILLA PARISHAD SCHOOL,VILLAGE? WAHEGAON,TALUKA?PAITHAN,DISTRICT ? AURANGABAD",MAHARASHTRA,28.0,40.0,7.1,8.5,1735.0,2737.0,7.1,4.2,12.0,14.5,1.8,1.8,1.8,1.8,1250.0,2346.0,0.55,1.01,0.01,0.01,Not Drinkable
2826,"DUG WELL NEAR RAILWAY STATION & COTTON MARKET, VILLAGE? WARDHA, TALUKA?WARDHA, DISTRICT? WARDHA.",MAHARASHTRA,16.0,19.0,7.3,7.8,1122.0,1579.0,7.3,3.0,2.48,2.48,17.0,26.0,120.0,130.0,875.0,1380.0,0.01,0.01,0.01,0.01,Not Drinkable
2828,"DUG WELL NEAR ZILLA PARISHAD PRIMARY SCHOOL, AT VILLAGE? VISAPUR, TALUKA? BALLARPUR,DISTRICT? CHANDRAPUR.",MAHARASHTRA,19.0,19.0,18.2,8.3,962.0,1630.0,18.2,3.6,0.86,1.5950000000000002,11.0,25.0,130.0,150.0,832.0,1164.0,0.01,0.01,0.01,0.01,Not Drinkable
2829,"BORE WELL AT MIDC, SHIROLI NEAR M/S PRATIBHA ENTERPRISES, VILLAGE? SHIROLI,TALUKA? HATKANANGALE, DISTRICT?KOLHAPUR.",MAHARASHTRA,26.0,28.0,7.4,8.1,185.0,562.0,7.4,2.0,0.53,3.83,4.0,4.0,15.0,15.0,154.0,465.0,0.24,0.24,0.01,0.01,Drinkable
2830,"BORE WELL AT MIDC GOKUL ? SHIRGAON, VILLAGE? GOKUL? SHIRGAON, TALUKA? KARVIR,DISTRICT ? KOLHAPUR.",MAHARASHTRA,26.0,28.0,7.5,8.2,578.0,629.0,7.5,2.0,1.67,1.88,4.0,4.0,15.0,15.0,467.0,523.0,0.23,0.24,0.01,0.01,Drinkable
2831,"DUG WELL AT SAKHARALI, NEAR MIDC ISLAMPUR NEAR KRISHNA MILK INDUSTRY, VILLAGE? SAKHARALI, TALUKA? WALWA,DISTRICT? SANGLI.",MAHARASHTRA,24.0,24.0,8.0,8.2,939.0,1119.0,8.0,2.8,2.9,6.4,3.7,6.0,12.0,26.0,768.0,929.0,0.23,0.23,0.01,0.01,Not Drinkable
2832,"DUG WELL NO. 1 AT BRAHMANWADI? ANJANWEL, OWNED BY SHRI. VAIDYA, VILLAGE? ANJANWEL, TALUKA?GUHAGAR, DISTRICT? RATNAGIRI.",MAHARASHTRA,28.0,32.0,7.4,7.6,67.0,142.0,7.4,2.0,0.55,0.55,509.5,6.0,11.0,12.0,56.0,123.0,0.01,0.01,0.01,0.01,Drinkable
2833,"DUG WELL NO. 1 OWNED BY GROUP GRAM PANCHAYAT AT ARKETWADI, NEAR MASJID, VILLAGE? ARKETWADI, TALUKA?KHED, DISTRICT? RATNAGIRI.",MAHARASHTRA,28.0,32.0,7.6,7.7,134.0,159.0,7.6,2.2,0.86,1.5950000000000002,4.0,5.5,13.0,17.0,112.0,136.0,0.01,0.01,0.01,0.01,Drinkable
2834,"DUG WELL NO. 2 AT ARKETWADI, VILLAGE? ARKETWADI, TALUKA ?KHED, DISTRICT? RATNAGIRI.",MAHARASHTRA,28.0,33.0,7.4,7.4,133.0,5139.0,7.4,3.0,0.46,0.46,6.1,8.2,17.0,27.0,110.0,4238.0,0.22,0.22,0.01,0.01,Not Drinkable
2835,"DUG WELL NO. 2, OWNED BY GROUP GRAM PANCHAYAT,BRAHMANWADI? ANJANWEL,",MAHARASHTRA,28.0,32.0,6.9,7.4,69.0,298.0,6.9,2.0,0.72,0.72,3.6,3.6,12.0,15.0,58.0,238.0,0.01,0.01,0.01,0.01,Drinkable
1920,"TUBE WELL NEAR PADMAENGLISH SCHOOL, KAKCHING",MANIPUR,23.0,23.0,7.5,7.5,875.0,875.0,7.5,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,92.0,92.0,0.31,0.415,0.01,0.01,Drinkable
1921,TUBE WELL AT HEIROK BAZAR,MANIPUR,24.0,24.0,7.0,7.0,820.0,820.0,7.0,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,176.0,176.0,0.31,0.415,0.01,0.01,Drinkable
1922,"TUBE WELL  AT KHUMUJAMBA NEAR IBUDHOU MAIGEINGAKPATEMPLE , LAMKA",MANIPUR,25.0,25.0,7.5,7.5,675.0,675.0,7.5,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,120.0,120.0,0.31,0.415,0.01,0.01,Drinkable
1923,"TUBE WELL  NEAR TUREL WANGMA COMMUNITY HALL,MOREH",MANIPUR,25.0,25.0,7.4,7.4,620.0,620.0,7.4,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,125.0,125.0,0.31,0.415,0.01,0.01,Drinkable
1924,"TUBE WELL  AT MOLNOI VILLAGEC. GANMNUM VILLAGE, PALLEL",MANIPUR,24.0,26.0,7.2,7.3,570.0,730.0,7.2,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,92.0,138.0,0.31,0.415,0.01,0.01,Drinkable
2881,HAND PUMP AT TAKHEL,MANIPUR,23.0,24.0,6.8,7.4,610.0,620.0,6.8,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,82.0,175.0,0.31,0.415,0.01,0.01,Drinkable
2885,HAND PUMP AT SAITON,MANIPUR,24.0,24.0,7.3,7.47,580.0,580.0,7.3,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,120.0,120.0,0.31,0.415,0.01,0.01,Drinkable
1634,"POLICE BAZAR, SHILLONG(POLICE BAZAAR SPRING)",MEGHALAYA,16.0,18.0,5.9,6.1,175.0,260.0,5.9,1.2,6.22,6.73,4.0,4.0,30.0,110.0,121.0,179.0,0.01,0.01,0.01,0.01,Not Drinkable
1635,"MAWLAI, SHILLONG(MAWPDANG SPRING)",MEGHALAYA,16.0,17.0,5.7,5.7,255.0,264.0,5.7,1.4,12.52,14.72,1.8,1.8,1.8,1.8,176.0,182.0,0.01,0.01,0.01,0.01,Not Drinkable
1636,EPIP BYRNIHAT (NARBONG?WELL),MEGHALAYA,17.0,19.5,6.0,6.6,132.0,138.0,6.0,1.4,1.15,1.62,1.8,1.8,12.0,21.0,91.0,95.0,0.01,0.01,0.01,0.01,Drinkable
1637,"SOHRA, CHERRAPUNJEE (WAH UDKHAR ? SPRING)",MEGHALAYA,18.0,21.4,5.6,6.2,108.0,114.0,5.6,1.3,3.62,4.96,1.8,1.8,1.8,1.8,74.0,78.0,0.01,0.01,0.01,0.01,Drinkable
1638,SHANGPUNG (UMSAHEP SPRING),MEGHALAYA,16.0,20.0,5.5,5.6,142.0,150.0,5.5,1.2,6.92,7.52,1.8,1.8,1.8,1.8,78.0,98.0,0.01,0.01,0.01,0.01,Drinkable
3385,MAWTHADRISHAN WELL ATMARKASA,MEGHALAYA,19.0,20.0,6.6,6.7,43.0,49.0,6.6,1.5,0.39,0.44,1.8,1.8,12.0,12.0,29.0,34.0,0.01,0.01,0.01,0.01,Drinkable
3386,JAKREM HOT SPRING AT JAKREM,MEGHALAYA,16.0,42.0,8.9,9.1,300.0,312.0,8.9,1.2,0.69,0.75,1.8,1.8,1.8,1.8,207.0,215.0,20.5,20.5,0.01,0.01,Not Drinkable
4323,BOREWELL AT GOOD SHEPHERDPARISH IN LADRYMBAI,MEGHALAYA,15.0,17.2,6.7,7.8,85.0,200.0,6.7,1.2,0.52,0.66,1.8,1.8,1.8,1.8,59.0,138.0,0.01,0.01,0.01,0.01,Drinkable
4324,BOREWELL AT KHLIEHWAHSHASEM ? A IN KHLIEHRIAT,MEGHALAYA,17.0,20.0,5.5,5.7,153.0,180.0,5.5,1.4,0.42,0.48,1.8,1.8,1.8,1.8,105.0,124.0,0.01,0.01,0.01,0.01,Drinkable
4325,BOREWELL AT KHLIEHWAHSHASEM ? B IN KHLIEHRIAT,MEGHALAYA,18.0,18.0,5.1,6.1,95.0,109.0,5.1,1.4,0.58,0.64,1.8,1.8,1.8,1.8,67.0,85.0,0.01,0.01,0.01,0.01,Not Drinkable
4904,"DEEP TUBE WELL AT DONGKAMON NONGMENSONG,SHILLONG",MEGHALAYA,14.0,19.0,7.2,7.0,114.0,216.0,7.2,1.2,4.72,5.02,1.8,1.8,21.0,27.0,79.0,83.0,0.01,0.01,0.01,0.01,Drinkable
4905,"DUG WELL AT FOREST COLONY,POLO, SHILLONG",MEGHALAYA,16.0,18.0,6.6,7.0,197.0,216.0,6.6,1.1,3.52,4.72,1.8,1.8,41.0,60.0,120.0,149.0,0.01,0.01,0.01,0.01,Drinkable
4906,"DEEP TUBE WELL AT LABAN LASTSTOP, SHILLONG",MEGHALAYA,15.0,18.0,5.0,5.5,55.0,78.0,5.0,5.0,0.32,0.33,1.8,1.8,12.0,13.0,38.0,54.0,0.01,0.01,0.01,0.01,Not Drinkable
2054,"RAMHLUN 'N' SPRING WATER,AIZAWL",MIZORAM,20.0,24.0,6.1,6.4,411.0,571.0,6.1,1.8,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
2055,"MISSION VENGTHLANG SPRINGWATER, AIZAWL",MIZORAM,18.0,25.0,6.8,7.2,293.0,599.0,6.8,1.4,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3725,"LUNGLI SPRING WATER,REPUBLIC VENG, AIZAWL",MIZORAM,18.0,25.0,7.3,7.5,320.0,377.0,7.3,1.3,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3726,"RAMHLUN 'S' SPRING WATER, NEAR COMMUNITY HALL,AIZAWL",MIZORAM,21.0,25.0,5.9,7.6,427.0,499.0,5.9,1.2,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3727,"TUITHIANG VENG SPRINGWATER, AIZAWL",MIZORAM,18.0,25.0,6.8,7.1,349.0,365.0,6.8,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3728,"KHURPUI SPRING WATER, SOUTHHLIMEN, AIZAWL",MIZORAM,20.0,25.0,5.7,7.2,420.0,452.0,5.7,1.5,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3730,"SELESIH HAND PUMP, AIZAWL",MIZORAM,20.0,26.0,6.7,7.1,94.0,417.0,6.7,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3731,"TUIKUAL HAND PUMP, AIZAWL",MIZORAM,21.0,24.0,6.6,6.9,212.0,250.0,6.6,5.0,0.16,0.16,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3732,"CHALTLANG HAND PUMP, NEAR REMI TYRE WORKS,AIZAWL",MIZORAM,19.0,26.0,6.4,6.8,44.0,472.0,6.4,5.0,0.27,0.27,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3733,"SOUTH HLIMEN HAND PUMP,AIZAWL",MIZORAM,18.0,25.0,6.5,6.8,229.0,293.0,6.5,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3737,"VAITUI SPRING WATER, THEIRIAT, LUNGEI",MIZORAM,17.0,25.0,6.6,6.9,70.0,291.0,6.6,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3738,"SAP TUIKHUR SPRING WATER,SERKAWN, LUNGLEI",MIZORAM,19.0,25.0,6.3,6.9,70.0,100.0,6.3,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3739,"ZOBAWK HAND PUMP, LUNGLEIDIST.",MIZORAM,23.0,23.0,7.02,7.02,96.0,96.0,7.02,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3741,"KHURPUI SPRING WATER,LAWNGTLAI",MIZORAM,19.0,19.0,6.7,6.7,155.0,155.0,6.7,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3742,"CHANMARI HAND PUMP,LAWNGTLAI",MIZORAM,21.0,21.0,6.5,6.5,154.0,154.0,6.5,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3745,"CHHOCHHOPA SPRING WATER,NEW COLONY, SAIHA",MIZORAM,16.0,19.0,6.5,7.1,157.0,192.0,6.5,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3753,"HMAR VENG SPRING WATER,KOLASIB",MIZORAM,16.0,20.0,7.3,7.5,154.0,217.0,7.3,5.0,0.03,0.03,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
3758,"BETHEL VENG HAND PUMP,CHAMPHAI",MIZORAM,19.0,20.0,6.2,7.5,203.0,359.0,6.2,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
4124,"ELECTRIC VENG SPRING WATER,LUNGLEI",MIZORAM,17.0,26.0,7.1,7.1,156.0,269.0,7.1,269.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Not Drinkable
4126,"PAWHHAWN SPRING WATER, NR GM HSS, VENGSANG,CHAMPHAI",MIZORAM,17.0,19.0,5.1,45.9,187.0,207.0,5.1,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Not Drinkable
4127,"KHURPUI SPRING WATER, NEWCOLONY, SAIHA",MIZORAM,15.0,19.0,5.6,7.8,56.0,114.0,5.6,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
4128,"F LALLAWMAWMA WELL, NEW SAIHA,SAIHA DIST.",MIZORAM,15.0,20.0,6.3,7.2,131.0,249.0,6.3,1.4,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
4129,"TUIVAMIT SPRING WATER, AOCVENG, LAWNGTLAI",MIZORAM,21.0,21.0,7.6,7.6,154.0,154.0,7.6,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
4133,"NGHARPET VENG SPRINGWATER, LUNGSIR, MAMIT",MIZORAM,25.0,28.0,6.8,7.4,170.0,291.0,6.8,1.3,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,470.0,578.0,0.31,0.415,0.01,0.01,Drinkable
2896,OPENWELL AT KOHIMA VILLAGE?T? KHEL (HOUSE NO.21),NAGALAND,17.8,26.0,7.7,7.9,350.0,930.0,7.7,5.0,0.5,0.7,2.0,2.0,4.5,8.0,186.0,465.0,0.01,0.01,0.01,0.01,Drinkable
2897,BOREWELL AT KAMDI BAZAAR,NAGALAND,22.0,27.8,6.4,7.6,228.0,288.0,6.4,5.0,0.9,1.0,2.0,2.0,4.5,8.0,110.0,114.0,0.01,0.01,0.01,0.01,Drinkable
2898,OPENWELL AT DOYAPUR NEARDIMASA BAPTIST CHURCH,NAGALAND,23.7,28.6,5.5,6.1,179.0,182.0,5.5,5.0,0.8,0.9,2.0,2.0,4.5,8.0,73.4,89.4,0.01,0.01,0.01,0.01,Drinkable
2899,BOREWELL AT DHANSIRIPARNEAR SIBRAI (SHIV) TEMPLE,NAGALAND,26.1,28.6,6.8,7.6,210.0,244.0,6.8,5.0,0.8,0.9,2.0,2.0,4.5,8.0,110.0,122.0,0.3,0.3,0.01,0.01,Drinkable
2900,OPENWELL AT TOULAZOUMAVILLAGE (HOUSE NO.379),NAGALAND,23.3,28.5,16.1,6.9,216.0,234.0,16.1,5.0,0.7,0.8,2.0,2.0,4.5,8.0,102.0,117.0,0.01,0.01,0.01,0.01,Drinkable
2901,OPENWELL AT LUNGWIRAM VILLAGE NEAR LUNGWIRAMBAPTIST CHURCH,NAGALAND,25.5,28.5,5.7,6.2,180.0,196.0,5.7,5.0,0.6,0.7,2.0,2.0,4.5,8.0,89.1,90.6,2.8,2.8,0.01,0.01,Not Drinkable
2902,"BOREWELL AT THAHEKHU VILLAGE, BLOCK 3, NEARRAILWAY CROSSING",NAGALAND,22.3,28.9,7.5,7.9,214.0,354.0,7.5,5.0,0.6,0.7,2.0,2.0,4.5,8.0,114.0,117.0,0.01,0.01,0.01,0.01,Drinkable
2903,"BOREWELL  AT SIGNAL ANGAMIVILLAGE, HOUSE NO 93",NAGALAND,27.2,28.6,7.2,7.4,211.0,1053.0,7.2,5.0,0.7,0.8,2.0,2.0,4.5,8.0,112.0,526.0,0.21,0.24,0.01,0.01,Drinkable
2904,"OPENWELL NEAR NAGACEMETERY (OLD), (HOUSE NO.10)",NAGALAND,25.6,29.5,5.8,6.8,186.0,685.0,5.8,5.0,1.0,1.1,2.0,2.0,4.5,8.0,94.0,342.0,0.01,0.01,0.01,0.01,Drinkable
2905,"BOREWELL AT NPCB, SIGNALPOINT",NAGALAND,27.2,28.1,6.2,6.5,192.0,260.0,6.2,5.0,0.7,0.7,2.0,2.0,4.5,8.0,115.0,125.0,0.01,0.01,0.01,0.01,Drinkable
1644,"JAGATPUR INDUSTRIAL AREA,CUTTACK",ODISHA,23.0,24.0,6.8,6.8,431.0,515.0,6.8,1.1,2.75,4.42,23.0,23.0,43.0,43.0,470.0,578.0,0.33,0.47,0.01,0.01,Drinkable
1645,"MADHUPATNA? KALYAN NAGARAREA, CUTTACK",ODISHA,24.0,24.0,6.6,6.7,318.0,372.0,6.6,1.2,0.72,1.05,23.0,23.0,31.0,31.0,470.0,578.0,0.29,0.44,0.01,0.01,Drinkable
1646,"BIDANASHI ? TULASIPUR AREA,CUTTACK",ODISHA,22.0,23.0,6.9,6.9,158.0,168.0,6.9,5.0,0.34,0.62,24.0,24.0,33.0,33.0,470.0,578.0,0.26,0.39,0.01,0.01,Drinkable
1647,"BADAMBARI AREA, CUTTACK",ODISHA,21.0,22.0,6.7,7.1,290.0,345.0,6.7,5.0,1.81,2.48,1.8,1.8,1.8,1.8,470.0,578.0,0.34,0.41,0.01,0.01,Drinkable
1648,"RANIHAT? MANGALABAG AREA,CUTTACK",ODISHA,22.0,23.0,7.1,7.1,219.0,283.0,7.1,1.1,0.42,1.62,31.0,31.0,43.0,43.0,470.0,578.0,0.36,0.42,0.01,0.01,Drinkable
